"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.013607056633821,72,59,5,0.0847457627118644,0.0694444444444444,"KEGG:04927","KEGG","Cortisol synthesis and secretion",9330,384,"KEGG:00000"
"query_1",TRUE,0.0240073858690458,94,59,5,0.0847457627118644,0.0531914893617021,"KEGG:00140","KEGG","Steroid hormone biosynthesis",9330,17,"KEGG:00000"
