"ProbeID","KO5_1","KO5_2","KO5_3","KO5_4","KO5_5","KO6_1","KO6_2","KO6_3","KO6_5","SYMBOL"
"10466843",12.8152261259634,12.9089956756044,13.001022769158,12.9659760169122,12.8547327152501,12.8117304602259,12.8252179152263,12.7813782963008,12.8906337017902,"Gapdh"
"10474239",12.6118444192536,12.6441299828034,12.8448249171584,12.7382819492996,12.6486710689511,12.6440351900737,12.5444854755892,12.4733600447615,12.7082977907447,"Gapdh"
"10480032",13.2858797998919,13.3803462266471,13.4670245675157,13.4240769077316,13.3413277633021,13.3347033351402,13.2681768592679,13.2446701835042,13.4691791624331,"Gapdh"
"10481344",13.1237369475512,13.2155599590231,13.3135024212293,13.2564821553563,13.152528511049,13.1580799401295,13.1006448603467,13.0539183847226,13.2616350878324,"Gapdh"
"10482432",12.8202489769089,12.8976944339222,12.9605869016188,12.889935064797,12.7963176619081,12.7661262228868,12.8197792294474,12.7676861015566,12.832999894857,"Gapdh"
"10482507",13.2751585874916,13.2990507732337,13.2609892916315,13.1917293597852,13.257941784563,13.1967481743309,13.1765614523959,13.2336282726922,13.0609396900829,"Ppia"
"10491967",13.2858797998919,13.3803462266471,13.4670245675157,13.4240769077316,13.3413277633021,13.3347033351402,13.2681768592679,13.2446701835042,13.4691791624331,"Gapdh"
"10492658",13.0209356819235,13.1278386459116,13.2088417919487,13.1422798304346,13.070763091055,13.0381223952337,13.0171329028061,12.9844586771033,13.15254130039,"Gapdh"
"10493891",12.7778389255211,12.7533324234408,12.9228036314775,12.9851619458654,12.7171907532221,12.8706473911423,12.6646305276255,12.6301662989655,12.7677850404878,"Ywhaz"
"10496626",13.2858797998919,13.3803462266471,13.4670245675157,13.4240769077316,13.3413277633021,13.3347033351402,13.2681768592679,13.2446701835042,13.4691791624331,"Gapdh"
"10498405",13.0381084559336,13.1302148161153,13.2321916142823,13.1767248105693,13.0702537099278,13.0713554503341,13.0405989630608,12.9955078805115,13.1926588780945,"Gapdh"
"10501857",13.2858797998919,13.3803462266471,13.4670245675157,13.4240769077316,13.3413277633021,13.3347033351402,13.2681768592679,13.2446701835042,13.4691791624331,"Gapdh"
"10506424",13.3789433294729,13.2790178096274,13.2432645374203,13.2136631693515,13.2576556829224,13.2015181505741,13.2315845437679,13.2119632434043,13.1663761155572,"Actb"
"10506496",12.2834080580702,12.2606440725448,12.3345787053765,12.1721916074706,12.1892246565591,12.1141891629879,11.9729867447204,12.0649050958533,11.9761133808541,"Ppia"
"10513181",13.0889070889076,13.1738674158552,13.2645836856773,13.2194556511368,13.1119759535029,13.1176804327504,13.0583746915557,13.0071640132516,13.2068482984741,"Gapdh"
"10514368",13.0491668051587,13.1454398838242,13.232301962891,13.1669402696196,13.0823079952313,13.0673335383294,13.0235918018869,12.9860097703675,13.1746212851048,"Gapdh"
"10520390",12.7691233529715,12.8703365204769,12.9533375112986,12.8853064098109,12.8041161947529,12.802968965941,12.7820724624009,12.7436405922639,12.9273220858222,"Gapdh"
"10523354",13.2551065051221,13.3586285095827,13.4207896574854,13.3840153009221,13.2916246378688,13.2776442631654,13.1848065297334,13.1740834147747,13.4067727276245,"Gapdh"
"10528167",13.2883744722326,13.3848079989279,13.4578984838828,13.4182631486388,13.3412066058236,13.3262412011671,13.27890679962,13.2453216144092,13.4578914717134,"Gapdh"
"10532027",13.2551065051221,13.3586285095827,13.4207896574854,13.3840153009221,13.2916246378688,13.2776442631654,13.1848065297334,13.1740834147747,13.4067727276245,"Gapdh"
"10535381",13.3033714195596,13.2965927770022,13.1547303202862,13.1018084090531,13.2583735728952,13.0620948261696,13.2026123775007,13.1322582025836,13.0563984618945,"Actb"
"10545337",12.9910233906826,12.9568788202128,12.969781170374,12.8974805301255,12.9267099391954,12.8392684677372,12.8195425440777,12.9089626804297,12.7951382088509,"Ppia"
"10545765",13.2858797998919,13.3803462266471,13.4670245675157,13.4240769077316,13.3413277633021,13.3347033351402,13.2681768592679,13.2446701835042,13.4691791624331,"Gapdh"
"10547936",13.1127985801013,13.2022356788787,13.3046427776586,13.2481909473355,13.1450213019488,13.1462194688254,13.0869279587257,13.0437422182165,13.2481472926561,"Gapdh"
"10548143",13.3122699618124,13.4111661140801,13.4811735395553,13.4554237512528,13.3710188031385,13.363439566673,13.304635527124,13.2695997389163,13.49380458509,"Gapdh"
"10553516",13.1046964876015,13.1978804443244,13.2902620104338,13.2347121000583,13.1339689445258,13.1398769931788,13.0852907631054,13.0405326227456,13.236574588313,"Gapdh"
"10554817",12.7702514953036,12.7916921087157,12.9150788418598,12.860913673296,12.7325787916605,12.7085221897913,12.7292431507078,12.6727105002097,12.7503373665472,"Gapdh"
"10562639",12.9475420000159,13.0225997370917,13.1303262170118,13.0837818925767,12.9844755103516,13.0053776331933,12.9315148714463,12.9138730994721,13.0773763390997,"Gapdh"
"10563101",11.4118442470277,11.6657555658045,11.243944726646,11.2199712863712,11.3527191431104,11.1460980334792,11.6213251351615,11.5181409522747,11.4236423767513,"Rpl13a"
"10563110",7.32404729936351,6.97950853911008,6.92003110896801,6.81432892662378,7.11623228452071,6.86078803549983,6.50318445068428,6.47451067466856,6.73763011775459,"Rpl13a"
"10563114",9.74321502616607,9.14096386234246,9.35446243099985,9.27643727328589,8.88557973298304,9.12711342795233,8.53813529811542,8.49740159795966,9.00840144872361,"Rpl13a"
"10565921",13.2384957379083,13.332891837289,13.416599539218,13.3691481489226,13.2746191278424,13.2732856684859,13.21217478582,13.1915064315791,13.4083511872942,"Gapdh"
"10567574",13.1836146309531,13.1913868181283,13.1759160908211,13.1017697719258,13.1576167032711,13.0716502593381,13.070781594489,13.1082617715455,12.9440944136493,"Ppia"
"10571653",13.1655323103138,13.0906170529631,13.1185755588175,13.0569265757151,13.0381986636499,13.0723841710267,13.0436268637248,12.9687967036902,13.0229762592526,"Actb"
"10571876",13.0703703565013,13.1596750510083,13.2583142940302,13.1903618025233,13.1140482765843,13.0982889052306,13.0605012138164,13.0222661740102,13.1986212098517,"Gapdh"
"10578545",12.789789001807,12.9013355303772,13.0061426124399,12.9415857831,12.8594431164289,12.8403314568261,12.8170469157135,12.7742192634419,12.9263161430703,"Gapdh"
"10579769",13.2678114224765,13.3630977791703,13.4458049720112,13.4339667569647,13.3513722039951,13.359582896911,13.2810125636479,13.2669306624778,13.4696875378915,"Gapdh"
"10580590",13.2638380694011,13.3562408464528,13.4453705844194,13.3899565757511,13.3140397395227,13.3006108065119,13.2449245396503,13.2222791468122,13.436096997271,"Gapdh"
"10588024",13.2499824650787,13.2885478850367,13.2199479098625,13.1300322670037,13.2182880369033,13.131216588831,13.1470476034472,13.2189248332894,13.0718427478028,"Ppia"
"10593490",12.8402340434482,12.9737263024172,13.0736977825395,12.9900287860676,12.8728347681872,12.9533870107488,12.9458887462766,12.8627983016679,13.0201364586504,"Gapdh"
"10594015",11.2792321750807,11.3119936885046,11.5412325272805,11.3436339308134,11.3181477147501,11.577395644724,11.3830059768016,11.276876312984,11.5319720306381,"Ccdc33"
"10601567",12.7200656870008,12.7924844922759,12.9332943277424,12.8383900562306,12.7649010558231,12.7341496142218,12.6792233781129,12.6878713223909,12.8580020854493,"Gapdh"
"10605554",13.1046964876015,13.1978804443244,13.2902620104338,13.2347121000583,13.1339689445258,13.1398769931788,13.0852907631054,13.0405326227456,13.236574588313,"Gapdh"
