"logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B"
-4.28811418131074,-4.55626947587283,-4.01995888674865,8.7410762881466,-34.4217983841655,1.56501952362295e-14,1.9542072970882e-10,17.0820409594854
3.70338972323013,3.46592708166719,3.94085236479307,8.64595540044873,33.5704926230619,2.18554749995884e-14,1.9542072970882e-10,16.9801629658411
-4.10610852593216,-4.45608391741399,-3.75613313445033,8.84342590412611,-25.2549496812845,9.57865609231538e-13,5.7098368966292e-09,15.5566750168556
2.17247659659191,1.959803503416,2.38514968976782,9.61472097667926,21.9885276910646,5.94545466333365e-12,2.49724801967079e-08,14.6768194884085
2.08602741221171,1.87930294238271,2.2927518820407,9.58955901370239,21.7210950550171,6.98218425228091e-12,2.49724801967079e-08,14.5930793793501
1.33442330372209,1.07179297404704,1.59705363339714,8.1701864061978,10.9371037189306,4.42383842963047e-08,0.000131852504395136,8.58261789088688
-0.955738248348558,-1.14744477198632,-0.764031724710799,9.04078002975147,-10.7313822992775,5.5750993252131e-08,0.00014242785890398,8.39021266798747
-1.13771296072495,-1.37357994890299,-0.901845972546911,9.28232915636057,-10.382911107776,8.31758039460312e-08,0.00018592911274586,8.0542036822229
0.798158356441642,0.613852359319264,0.98246435356402,9.93526353456029,9.32187317022772,3.01162397826136e-07,0.000539595926622583,6.94755609705297
-0.92429114382508,-1.13775748658028,-0.710824801069876,9.77366198285391,-9.32036615391397,3.0173680401643e-07,0.000539595926622583,6.9458896219198
-1.08173669934027,-1.33698198651262,-0.826491412167911,10.3408553913313,-9.12257460467568,3.88257046540958e-07,0.000631200069390178,6.72472084820116
1.00812458147615,0.758677883210221,1.25757127974209,8.32861404958953,8.69941474516506,6.751193529502e-07,0.00100244173884355,6.23482901819323
2.14873876660322,1.61353745455081,2.68394007865563,8.16968279337766,8.64211500964031,7.28722395848914e-07,0.00100244173884355,6.16669626662579
-0.76640305871895,-0.960194696070692,-0.572611421367208,8.38913490958913,-8.51286583894243,8.66942891970886e-07,0.00110739569550824,6.01140202848976
-0.874306400460209,-1.10029242856762,-0.648320372352795,8.55679641791192,-8.32790304474132,1.11520887114174e-06,0.00132955201617518,5.78523599216339
-0.990002405818667,-1.2487594967714,-0.73124531486593,10.1941620597606,-8.23564431452445,1.26632177106534e-06,0.00138470674967716,5.6706702663012
0.835836645599463,0.616090874070844,1.05558241712808,9.52704048839204,8.18755957248599,1.35356096864232e-06,0.00138470674967716,5.61049096461929
0.75180336466479,0.553640548717283,0.949966180612297,10.9048089368975,8.16649483628976,1.39376623017328e-06,0.00138470674967716,5.5840262707126
-1.71576228118297,-2.18393360611971,-1.24759095624623,8.62541259037844,-7.88870830859262,2.06045213415714e-06,0.0019126199359747,5.22916976033412
-0.945873403467509,-1.20483102600088,-0.686915780934135,10.0289702264475,-7.86245017950017,2.13903700271173e-06,0.0019126199359747,5.19505705434561
0.751784233672589,0.542772244333681,0.960796223011497,7.599516842315,7.74240003096733,2.5409890278063e-06,0.00216383365639334,5.0378268156332
-0.843870670343084,-1.08810913011901,-0.599632210567156,10.8296047867403,-7.43730225987113,3.96777163795085e-06,0.00322525728188523,4.62873646950023
-0.705434045509986,-0.91329496654428,-0.497573124475692,8.48344882020481,-7.30528494098421,4.82919268773652e-06,0.00374687891228293,4.44742695031332
0.722314241984004,0.50869011578064,0.935938368187367,9.18069026366936,7.27829192122017,5.02852395542081e-06,0.00374687891228293,4.41003205748881
-1.12940984764247,-1.46800600781657,-0.790813687468377,10.7520994218836,-7.1799783259585,5.83128814925893e-06,0.0041712370389279,4.27289910815648
-0.579607513938797,-0.756853921349656,-0.402361106527939,8.33882225129219,-7.03898690877825,7.22711623870389e-06,0.00497086614218237,4.0736637628619
-0.751758722008396,-0.983675007652406,-0.519842436364387,7.94702015617982,-6.97751567148597,7.94245301164373e-06,0.00509385492600703,3.98584326111046
0.804338994534721,0.555710772920515,1.05296721614893,8.26844764291087,6.96373590053934,8.11283950335081e-06,0.00509385492600703,3.96607693162346
0.589147386398007,0.406730453163121,0.771564319632894,9.6958779844239,6.95204215757599,8.26045925483442e-06,0.00509385492600703,3.94927989130458
0.70201046706315,0.482484314951039,0.92153661917526,9.0704697188975,6.88352532076448,9.18434942754594e-06,0.00547479069376013,3.85043628527535
-0.867959846528618,-1.14195153090584,-0.593968162151391,8.39680716909053,-6.81892390389746,1.01557085213737e-05,0.00552010551205092,3.75657415588007
0.676898359687342,0.463156717502255,0.890640001872429,7.97716786057421,6.81691551647165,1.01875912228513e-05,0.00552010551205092,3.75364568539463
-0.705110750090167,-0.928076726074984,-0.482144774105351,9.24088800435426,-6.80725989443198,1.03423530096145e-05,0.00552010551205092,3.73955786104432
0.638127423731364,0.436064071368886,0.840190776093843,9.43562745984899,6.79787926329041,1.04950840132937e-05,0.00552010551205092,3.72585735275883
0.594194187978551,0.403141884104259,0.785246491852843,7.93927583405184,6.69467829231102,1.2341466879695e-05,0.00630578434884531,3.57422500022268
-0.812230538337347,-1.07501200127467,-0.549449075400024,9.29462778554777,-6.65331644497834,1.31749765007574e-05,0.00654466957675125,3.51298494918898
0.567521229905848,0.379990881171519,0.755051578640177,10.5437936716376,6.51424581864121,1.64407522416734e-05,0.0079462154685904,3.30510950641869
0.80889984909124,0.539965378706013,1.07783431947647,8.36723542266026,6.47443500080988,1.75252008303536e-05,0.00806039186013231,3.24504245711756
0.576508359810867,0.384781069833043,0.768235649788691,7.98709922408353,6.47254781538706,1.75784422381681e-05,0.00806039186013231,3.24218885138815
0.651382188545046,0.433424326454872,0.869340050635221,10.9280768966133,6.43305006769014,1.87327316825312e-05,0.00837493601696765,3.18233565266554
0.583323178925437,0.386841628456268,0.779804729394605,9.1132637341044,6.39059137812557,2.00630104448074e-05,0.0087508979459632,3.11772121390966
-1.04066839152785,-1.39332252688772,-0.688014256167987,9.36888702281653,-6.35209485492408,2.13552032019958e-05,0.00909274044907836,3.0588905974648
-0.525471603163991,-0.704329477089642,-0.346613729238341,9.48790138376521,-6.3240424903712,2.23518157890915e-05,0.0090951089714792,3.01587344982838
-0.705523502855156,-0.946377038164878,-0.464669967545434,9.26053112717724,-6.30539143159653,2.30414222787704e-05,0.0090951089714792,2.98720404215603
0.733739200809739,0.482535090379405,0.984943311240073,7.65752364998926,6.28736354591822,2.37292847761228e-05,0.0090951089714792,2.95944032521535
1.15254317622345,0.757703153903887,1.54738319854301,8.77199607684816,6.28332650415972,2.3886259556026e-05,0.0090951089714792,2.95321607295654
-0.582117727699236,-0.781667050980786,-0.382568404417686,10.9807920833979,-6.27934229839918,2.4042251041623e-05,0.0090951089714792,2.94707075846377
0.538186587994688,0.353421875910061,0.722951300079315,8.68101585623433,6.26999844087011,2.44123038992899e-05,0.0090951089714792,2.93264877968195
0.752931126395726,0.493050943174452,1.012811309617,9.23822868948643,6.23642464202389,2.57921546055456e-05,0.00929525502821733,2.88071476729147
0.590566788777989,0.386576277677313,0.794557299878664,9.73553102474487,6.2317876466715,2.59890818884341e-05,0.00929525502821733,2.87352798361877
0.870183275534667,0.566946583326115,1.17341996774322,8.2984904998905,6.17707071766554,2.84359641808204e-05,0.00962302391722164,2.78846683955604
0.678100785436977,0.441745908328872,0.914455662545081,9.62390704108146,6.17565847839706,2.85022350850362e-05,0.00962302391722164,2.78626515861285
0.55252035723165,0.359925385249131,0.74511532921417,10.2308486323953,6.17528393312659,2.85198382605126e-05,0.00962302391722164,2.78568118971056
0.55099163110799,0.357956639631217,0.744026622584762,10.2086872666646,6.14416052234715,3.0023278627812e-05,0.00994270910557709,2.73707799850955
-0.529238897473194,-0.717522212910926,-0.340955582035461,10.1738961449816,-6.05053128354458,3.50694575673399e-05,0.0112416297341698,2.58994214990325
-0.604811312449872,-0.820061480738327,-0.389561144161417,10.6916411238966,-6.048253672275,3.52027772249347e-05,0.0112416297341698,2.58634571739944
-0.521292644196286,-0.707975997031957,-0.334609291360615,8.56760034029212,-6.0107628888952,3.74754601786034e-05,0.011349353068605,2.5270289078968
-0.57914435401154,-0.786771133580639,-0.371517574442441,8.26612127563481,-6.00422627702412,3.78872280712635e-05,0.011349353068605,2.51666420710136
-0.590035485170747,-0.801940415636126,-0.378130554705369,12.364255491015,-5.9936401000266,3.85641996483846e-05,0.011349353068605,2.49986409201983
0.621018491193878,0.397384202409029,0.844652779978727,8.5005581288784,5.97750201135812,3.962074515805e-05,0.011349353068605,2.4742192306114
-0.643699959716327,-0.875699243138029,-0.411700676294624,9.49312564914675,-5.97242122598957,3.9959633247993e-05,0.011349353068605,2.46613692841417
-0.525878473099872,-0.715765879813909,-0.335991066385835,9.95674831866953,-5.96132530643016,4.07103504217398e-05,0.011349353068605,2.44847188466302
-0.654400415924406,-0.890791947955403,-0.418008883893408,10.649868381712,-5.95888828105131,4.08772060060041e-05,0.011349353068605,2.44458947250451
-0.651785596655614,-0.887267443479095,-0.416303749832133,8.96666430078913,-5.95800574530076,4.09378073673003e-05,0.011349353068605,2.4431832791885
-0.59255540102253,-0.806801834650485,-0.378308967394575,8.17103019736065,-5.95345330230607,4.12519124005663e-05,0.011349353068605,2.43592767354524
-0.638053161149993,-0.869563863446137,-0.406542458853848,9.07347690736592,-5.9325223638816,4.27289714742664e-05,0.0114733528929865,2.40252638763746
0.640814522723233,0.408162219996908,0.873466825449559,9.03931380444506,5.9289608408923,4.29857766498965e-05,0.0114733528929865,2.39683610897197
0.572911575725446,0.36281145057706,0.783011700873833,9.47676870220658,5.86968611901335,4.7505983072859e-05,0.0124933749307638,2.30184007605181
0.574754178898811,0.362747235178798,0.786761122618823,8.11970437930384,5.83560172642147,5.03285105414387e-05,0.0130438370146746,2.24696574207734
0.768166729968381,0.482933825343509,1.05339963459325,10.1410325242047,5.79708223078643,5.373112797654e-05,0.0137267680229209,2.18473244142868
-0.487206071515845,-0.668916174930368,-0.305495968101321,8.79740554712559,-5.77148017313452,5.61254154712337e-05,0.0138340848584164,2.1432408430632
0.479960666273377,0.300881704985413,0.659039627561341,10.1757021591463,5.76918774985421,5.63451873216482e-05,0.0138340848584164,2.13952067722926
-0.634648772891554,-0.871497800037164,-0.397799745745945,9.89811505713965,-5.7678695731583,5.64719674922774e-05,0.0138340848584164,2.13738115711238
-0.606843787742061,-0.834497550511187,-0.379190024972935,8.88134850448382,-5.73793559601904,5.94328925156725e-05,0.0143626813088888,2.08872278968337
-0.492815960237993,-0.678390752721932,-0.307241167754055,10.9528575215491,-5.71635738044175,6.16678993822246e-05,0.0144819411102404,2.05356049322368
-0.670139186564975,-0.922545536495215,-0.417732836634734,10.7749794487217,-5.71502756530755,6.18084861705428e-05,0.0144819411102404,2.05139115752425
